PetID,Description,AdoptionSpeed
8a6ba0a40,"Mom Cat's original owner left her in front of the empty house when they moved away. Mom Cat was pregnant at the time and out of pity, my maid fed Mom Cat and let her stay at our porch. She gave birth to 4 kittens and continues to stay at our porch. As my son has developed an allergic reaction to protein from cat's hair, we need to find a new home for Mom Cat and the kittens.",4
b25d569cd,"i got two very cute mix breed cats for adorption. reason to give adorption because going graduated soon, n no place to feed them already. so hoping any cats lover can feed them. pls watsapp me if interested. free for adorption.thq. more pic here:+",4
7e48ad81b,"Hi there, I was walking my dog and this doggie decided to follow me home. He looks like he was previously owned by someone as his condition is very healthy, but suspected that the owner has abandoned him. I had to take him home because I was walking in an area where mat rempits hang out, and they will torture him, especially he is the type that does not fight back. He is very gentle and obedient. Tried many names but he responds to ""Dogdog"". Sits and shakes hand on command. Please help to foster or adopt this beautiful dog. I cannot do so because I live in a small apartment with another dog. Please do not hesitate to call or whatsapp me.",1
ce50f376f,Active and super playful fur-brother and a fur-sister waiting for a loving and committed family. A home with garden/yard will be ideal for these active pups.,2
ade6b8efc,"4/5/ An Adorable Siamese kitten looking for new home. Cream Boy is a 2 months old male kitten. He has medium, creamy fur with brown colour point. He has the ordinary Siamese's beautiful sky-blue eyes. He has his flea treatment done and was de-wormed on 4/5/. He is feeding on kibbles already. He is healthy, very active and playful. He is under toilet training now & ready to go anytime. *RM administration fee would be paid to Cat Charity Club (CCC) for rescuing stray cats. *Another RM neutering / spaying deposit would be fully refundable once the surgery done. Anyone interested, please call .",2
baa309426,"Mixed kittens - Mommy Cat Persian - Daddy Cat Local Black NOW 1 LEFT [ONLY BLACK with White Paws/White Chest left] - 5 kittens [ 1 full black, 1 black with white paws, 1 full orange, 1 orange 4 white paws, 1 orange Back white paws] Now 7weeks, ready to be adopted NOW. Eating Solid food, drinking from tray, poop in litter box Book your kitten... PLEASE SEND EMAIL!!!!",3
942af9028,"Both dogs are found together wandering at BK5 Bandar Kinrara on 09Dec. Notices have been put everywhere but owner didn't come forward to claim them. If you are interested to adopt both of them, please drop an email to me.",3
acd9e66f1,"Bushy ( male ) & Girlgirl ( female ) are Bunny's kittens rescued near Masjid Jamek LRT station. Both are healthy , playful and purr affectionately. Bushy loves to hang out in the kitchen and ""beg"" for food . Girlgirl is very gentle and ladylike. Girlgirl has been neutered and Bushy will be at 6 months old. Would prefer to give away both kittens as a pair or with Bunny, their mother as they are all very close. Terms & Conditions : 1) Owner must be animal lover and not have too many pets already. 2) Must take them for yearly vaccinations/deworming/ check ups as necessary. 3) No students, please. I am prepared to deliver the kittens to new owner so long as they go to good & loving homes. Please call in Shah Alam.",1
11cc5a797,"Adorable mixed tabby kitten with green eyes. Rescued from a busy highway and needs urgent and loving home. Female, about 5 weeks old. I live in Bukit Jalil and can meet on weekends and weekday mornings. Please be an owner who intends to spay her and will provide proof of doing so.",4
90bcfd0e4,"Jagger been with Pet epicure for 3 years. He super friendly likes to headbutt people,friendly with most cats.",4
6085869a7,"LOCATION: Selayang Saya jumpa dia depan ofis masa nak balik keje pada Isnin 27 Aug. Kebetulan petang tu hujan lebat, dia lari naik atas (ofis sy 1st floor). Dia xtakut orang, rasanya kucing ni sesat or dibuang, Wallahualam. Tapi dia tak takut naek kereta, macam excited je tengok luar :) Dia ada selesema dan kutu, jadi bakal owner mesti bawak dia ke vet untuk bagi ubat yang diperlukan. Selain daripada tu, kucing ni sihat dan boleh makan apa2 sahaja brand. Current food is Blackwood.",3
35542ae3e,"we became temporary fosterer as the mother gave birth to these 3 kittens on our house roofs and just left them there. I don't really know the breed actually, but could not move on if i don't put it in. as of now, we have additional 6 more little kittens in our care as Chiki just gave birth last week. the cream colored cat, Smoky , is a male, while the other two are females.",1
fb9ae7d12,"Hello catlovers :) These two cute kittens are for adoption. Grey + White is a male, yellow + white is a female. Both kittens need to find new, loving home. Please contact me at for further info. Thank you.",1
e0b36580b,Male kitten for adoption. i have to let go my cats because of my health problem.,1
bd7b805ba,Female 1 mth old Abandon by dam Found in drain is Free.. jus provide her a good home,4
98ae7d88d,"hey there 2 ekor kucing yang sudah lama dibela for adoption Bela dari kecil lagi, reason to let go nak cari owner yang boleh beri kasih sayang kepada mereka, saya da give up bela kerana tiada sokongan keluarga dan juga keadaan kesihatan yang tidak mengizinkan untuk membela mereka, Its Free cuma kena sentiasa update keadaan mereka kepada saya..kerana masih bela dari lahir lagi & kena ambil sendiri di kawasan rumah + kene ambil kedua2 nya ya Whatsap ke tinggal sekitar taman desa skudai",3
c15d26817,"Nickname LiamLiam (in Cantonese) coz he loooove to lick his human friends. Extreme friendly (cld be because he has Lab blood in him), active, fast learner, eager to please, playful, full of zest and maaaaanjaaaa! Liam was rescued fr a monsoon drain with a fracture leg. But he's heal now and cld run like a thunder Liam has a pair of gentle & intelligent eyes, and beautiful milo color. Short fur, easy to maintain. Please call for adoption. Liam is being foster in Kota Kemuning, Shah Alam",1
7f9f1a2d0,"OJ was found hungry and not well early of this year. His flu was treated and he is well now. Somehow, he's not getting along well with my other cats at home as well as the regular strays that I fed daily. I wish someone can adopt him, specifically an animal lover who plan to have only a cat, that would be my dream come through. He just need someone who can loves him (of coz besides feeding him!😊). He is toilet trained. He's neutered. He is an indoor and outdoor cat. I kept him indoor (cageless) during weekdays and get to go out during weekends and be home before 6pm. My wish is to see OJ to get good human parent & happy. For enquiry, please Whatsapp or sms me at: (Ly).",1
0243911ea,Lala girl is approx 3-4mths old. Curently at steel factory but not a comfy 4ever home. Pls adopt. Ctc : Location : kl,4
06cc44fad,-Bobo love to play around with. human -Active -love to eat -sweet and lovely -please adopt him because I'm going back to college next 2 weeks.. -Price are negotiable,3
fd1bf9554,"1 year old happy and cheerful Tommy is looking for a loving home. Tommy was a pet before when his owner for unknown reason dumped him on the street. He was wandering around the residential area. Boys threw stones and stick at him. He is % fine and has been vaccinated, neutered, dewormed, cleared of tick fever, heartworm and Lymes disease. Tommy is friendly, quiet and well behaved but alert. He is a great guarddog. I hope you can open your heart for Tommy. Interested, please contact me for more details.",3
